timeframe,group,segment,category,year,metric,value,state
full-year,fish,age,45-54,2017,recruits,10668,NE
full-year,fish,age,45-54,2018,recruits,9077,NE
full-year,fish,age,55-64,2015,recruits,9272,NE
full-year,fish,age,55-64,2016,recruits,9631,NE
full-year,fish,age,55-64,2017,recruits,9791,NE
full-year,fish,age,55-64,2018,recruits,8633,NE
full-year,fish,gender,female,2015,recruits,15637,NE
full-year,fish,gender,female,2016,recruits,16245,NE
full-year,fish,gender,female,2017,recruits,15185,NE
full-year,fish,gender,female,2018,recruits,12253,NE
full-year,fish,gender,male,2015,recruits,31542,NE
full-year,fish,gender,male,2016,recruits,32571,NE
full-year,fish,gender,male,2017,recruits,30545,NE
full-year,fish,gender,male,2018,recruits,26682,NE
full-year,hunt,all,all,2015,recruits,59909,NE
full-year,hunt,all,all,2016,recruits,61650,NE
full-year,hunt,all,all,2017,recruits,59036,NE
full-year,hunt,all,all,2018,recruits,55145,NE
full-year,hunt,residency,nonresident,2015,recruits,23568,NE
full-year,hunt,residency,nonresident,2016,recruits,24832,NE
full-year,hunt,residency,nonresident,2017,recruits,25311,NE
full-year,hunt,residency,nonresident,2018,recruits,24995,NE
full-year,hunt,residency,resident,2015,recruits,36341,NE
full-year,hunt,residency,resident,2016,recruits,36818,NE
full-year,hunt,residency,resident,2017,recruits,33725,NE
full-year,hunt,residency,resident,2018,recruits,30150,NE
full-year,hunt,age,18-24,2015,recruits,15781,NE
full-year,hunt,age,18-24,2016,recruits,16100,NE
full-year,hunt,age,18-24,2017,recruits,14753,NE
full-year,hunt,age,18-24,2018,recruits,13190,NE
full-year,hunt,age,25-34,2015,recruits,21469,NE
full-year,hunt,age,25-34,2016,recruits,21579,NE
full-year,hunt,age,25-34,2017,recruits,20220,NE
full-year,hunt,age,25-34,2018,recruits,18618,NE
full-year,hunt,age,35-44,2015,recruits,17748,NE
full-year,hunt,age,35-44,2016,recruits,18490,NE
full-year,hunt,age,35-44,2017,recruits,18232,NE
full-year,hunt,age,35-44,2018,recruits,17570,NE
full-year,hunt,age,45-54,2015,recruits,15105,NE
full-year,hunt,age,45-54,2016,recruits,15460,NE
full-year,hunt,age,45-54,2017,recruits,14859,NE
full-year,hunt,age,45-54,2018,recruits,13847,NE
full-year,hunt,age,55-64,2015,recruits,13185,NE
full-year,hunt,age,55-64,2016,recruits,13586,NE
full-year,hunt,age,55-64,2017,recruits,13914,NE
full-year,hunt,age,55-64,2018,recruits,13345,NE
full-year,hunt,gender,female,2015,recruits,17370,NE
full-year,hunt,gender,female,2016,recruits,17997,NE
full-year,hunt,gender,female,2017,recruits,16814,NE
full-year,hunt,gender,female,2018,recruits,15122,NE
full-year,hunt,gender,male,2015,recruits,42539,NE
full-year,hunt,gender,male,2016,recruits,43653,NE
full-year,hunt,gender,male,2017,recruits,42222,NE
full-year,hunt,gender,male,2018,recruits,40023,NE
full-year,all_sports,all,all,2010,churn,0.3770820003715094,NE
full-year,all_sports,residency,nonresident,2010,churn,0.5702907761976642,NE
full-year,all_sports,residency,resident,2010,churn,0.32639247135331184,NE
full-year,all_sports,age,18-24,2010,churn,0.5169686511360368,NE
full-year,all_sports,age,25-34,2010,churn,0.44662250704579315,NE
full-year,all_sports,age,35-44,2010,churn,0.42826371979771494,NE
full-year,all_sports,age,45-54,2010,churn,0.40216850520681435,NE
full-year,all_sports,age,55-64,2010,churn,0.36159004942798134,NE
full-year,all_sports,gender,female,2010,churn,0.5218977214697371,NE
full-year,all_sports,gender,male,2010,churn,0.34747330111568514,NE
full-year,fish,all,all,2010,churn,0.45072446710318476,NE
full-year,fish,residency,nonresident,2010,churn,0.6810259635252898,NE
full-year,fish,residency,resident,2010,churn,0.4138840386011051,NE
full-year,fish,age,18-24,2010,churn,0.617532577424268,NE
full-year,fish,age,25-34,2010,churn,0.5279342164406018,NE
full-year,fish,age,35-44,2010,churn,0.4995890372133889,NE
full-year,fish,age,45-54,2010,churn,0.4612505385609651,NE
full-year,fish,age,55-64,2010,churn,0.4071472537021615,NE
full-year,fish,gender,female,2010,churn,0.5547002432393762,NE
full-year,fish,gender,male,2010,churn,0.42199803927769525,NE
full-year,hunt,all,all,2010,churn,0.3770820003715094,NE
full-year,hunt,residency,nonresident,2010,churn,0.5702907761976642,NE
full-year,hunt,residency,resident,2010,churn,0.32639247135331184,NE
full-year,hunt,age,18-24,2010,churn,0.5169686511360368,NE
full-year,hunt,age,25-34,2010,churn,0.44662250704579315,NE
full-year,hunt,age,35-44,2010,churn,0.42826371979771494,NE
full-year,hunt,age,45-54,2010,churn,0.40216850520681435,NE
full-year,hunt,age,55-64,2010,churn,0.36159004942798134,NE
full-year,hunt,gender,female,2010,churn,0.5218977214697371,NE
full-year,hunt,gender,male,2010,churn,0.34747330111568514,NE
full-year,fish,all,all,2009,participants,161429,NE
full-year,fish,residency,nonresident,2009,participants,22262,NE
full-year,fish,residency,resident,2009,participants,139167,NE
full-year,fish,age,18-24,2009,participants,23636,NE
full-year,fish,age,25-34,2009,participants,37821,NE
full-year,fish,age,35-44,2009,participants,35283,NE
full-year,fish,age,45-54,2009,participants,37136,NE
full-year,fish,age,55-64,2009,participants,27619,NE
full-year,fish,gender,female,2009,participants,34945,NE
full-year,fish,gender,male,2009,participants,126484,NE
full-year,hunt,all,all,2009,participants,242255,NE
full-year,hunt,residency,nonresident,2009,participants,50348,NE
full-year,hunt,residency,resident,2009,participants,191907,NE
full-year,hunt,age,18-24,2009,participants,34770,NE
full-year,hunt,age,25-34,2009,participants,55707,NE
full-year,hunt,age,35-44,2009,participants,53390,NE
full-year,hunt,age,45-54,2009,participants,58289,NE
full-year,hunt,age,55-64,2009,participants,43093,NE
full-year,hunt,gender,female,2009,participants,41123,NE
full-year,hunt,gender,male,2009,participants,201132,NE
full-year,all_sports,all,all,2014,recruits,59908,NE
full-year,all_sports,residency,nonresident,2014,recruits,23568,NE
full-year,all_sports,residency,resident,2014,recruits,36340,NE
full-year,all_sports,age,18-24,2014,recruits,15780,NE
full-year,all_sports,age,25-34,2014,recruits,21469,NE
full-year,all_sports,age,35-44,2014,recruits,17748,NE
full-year,all_sports,age,45-54,2014,recruits,15105,NE
full-year,all_sports,age,55-64,2014,recruits,13185,NE
full-year,all_sports,gender,female,2014,recruits,17369,NE
full-year,all_sports,gender,male,2014,recruits,42539,NE
full-year,fish,all,all,2014,recruits,47179,NE
full-year,fish,residency,nonresident,2014,recruits,13334,NE
full-year,fish,residency,resident,2014,recruits,33845,NE
full-year,fish,age,18-24,2014,recruits,12734,NE
full-year,fish,age,25-34,2014,recruits,16817,NE
full-year,fish,age,35-44,2014,recruits,13292,NE
full-year,fish,age,45-54,2014,recruits,10773,NE
full-year,fish,age,55-64,2014,recruits,9272,NE
full-year,fish,gender,female,2014,recruits,15637,NE
full-year,fish,gender,male,2014,recruits,31542,NE
full-year,hunt,all,all,2014,recruits,59909,NE
full-year,hunt,residency,nonresident,2014,recruits,23568,NE
full-year,hunt,residency,resident,2014,recruits,36341,NE
full-year,hunt,age,18-24,2014,recruits,15781,NE
full-year,hunt,age,25-34,2014,recruits,21469,NE
full-year,hunt,age,35-44,2014,recruits,17748,NE
full-year,hunt,age,45-54,2014,recruits,15105,NE
full-year,hunt,age,55-64,2014,recruits,13185,NE
full-year,hunt,gender,female,2014,recruits,17370,NE
full-year,hunt,gender,male,2014,recruits,42539,NE
full-year,all_sports,all,all,2010,participants,302818.75,NE
full-year,all_sports,all,all,2011,participants,296572.5,NE
full-year,all_sports,all,all,2012,participants,312268.75,NE
full-year,all_sports,all,all,2013,participants,302312.5,NE
full-year,all_sports,all,all,2014,participants,300481.25,NE
full-year,all_sports,all,all,2015,participants,308323.75,NE
full-year,all_sports,all,all,2016,participants,314203.75,NE
full-year,all_sports,all,all,2017,participants,306522.5,NE
full-year,all_sports,all,all,2018,participants,290730,NE
full-year,all_sports,residency,nonresident,2010,participants,62935,NE
full-year,all_sports,residency,resident,2010,participants,239883.75,NE
full-year,all_sports,residency,nonresident,2011,participants,62200,NE
full-year,all_sports,residency,resident,2011,participants,234372.5,NE
full-year,all_sports,residency,nonresident,2012,participants,63210,NE
full-year,all_sports,residency,resident,2012,participants,249058.75,NE
full-year,all_sports,residency,nonresident,2013,participants,60951.25,NE
full-year,all_sports,residency,resident,2013,participants,241361.25,NE
full-year,all_sports,residency,nonresident,2014,participants,61580,NE
full-year,all_sports,residency,resident,2014,participants,238901.25,NE
full-year,all_sports,residency,nonresident,2015,participants,65972.5,NE
full-year,all_sports,residency,resident,2015,participants,242351.25,NE
full-year,all_sports,residency,nonresident,2016,participants,69148.75,NE
full-year,all_sports,residency,resident,2016,participants,245055,NE
full-year,all_sports,residency,nonresident,2017,participants,70163.75,NE
full-year,all_sports,residency,resident,2017,participants,236358.75,NE
full-year,all_sports,residency,nonresident,2018,participants,69241.25,NE
full-year,all_sports,residency,resident,2018,participants,221488.75,NE
full-year,all_sports,age,18-24,2010,participants,43462.5,NE
full-year,all_sports,age,25-34,2010,participants,69633.75,NE
full-year,all_sports,age,35-44,2010,participants,66737.5,NE
full-year,all_sports,age,45-54,2010,participants,72861.25,NE
full-year,all_sports,age,55-64,2010,participants,53866.25,NE
full-year,all_sports,age,18-24,2011,participants,42167.5,NE
full-year,all_sports,age,25-34,2011,participants,69015,NE
full-year,all_sports,age,35-44,2011,participants,64732.5,NE
full-year,all_sports,age,45-54,2011,participants,69596.25,NE
full-year,all_sports,age,55-64,2011,participants,54497.5,NE
full-year,all_sports,age,18-24,2012,participants,46162.5,NE
full-year,all_sports,age,25-34,2012,participants,74831.25,NE
full-year,all_sports,age,35-44,2012,participants,67896.25,NE
full-year,all_sports,age,45-54,2012,participants,70175,NE
full-year,all_sports,age,55-64,2012,participants,56531.25,NE
full-year,all_sports,age,18-24,2013,participants,45932.5,NE
full-year,all_sports,age,25-34,2013,participants,72711.25,NE
full-year,all_sports,age,35-44,2013,participants,65936.25,NE
full-year,all_sports,age,45-54,2013,participants,65650,NE
full-year,all_sports,age,55-64,2013,participants,55175,NE
full-year,all_sports,age,18-24,2014,participants,46032.5,NE
full-year,all_sports,age,25-34,2014,participants,73118.75,NE
full-year,all_sports,age,35-44,2014,participants,65463.75,NE
full-year,all_sports,age,45-54,2014,participants,63697.5,NE
full-year,all_sports,age,55-64,2014,participants,55376.25,NE
full-year,all_sports,age,18-24,2015,participants,46723.75,NE
full-year,all_sports,age,25-34,2015,participants,75801.25,NE
full-year,all_sports,age,35-44,2015,participants,67547.5,NE
full-year,all_sports,age,45-54,2015,participants,64157.5,NE
full-year,all_sports,age,55-64,2015,participants,57580,NE
full-year,all_sports,age,18-24,2016,participants,47377.5,NE
full-year,all_sports,age,25-34,2016,participants,76910,NE
full-year,all_sports,age,35-44,2016,participants,69725,NE
full-year,all_sports,age,45-54,2016,participants,64061.25,NE
full-year,all_sports,age,55-64,2016,participants,59623.75,NE
full-year,all_sports,age,18-24,2017,participants,44722.5,NE
full-year,all_sports,age,25-34,2017,participants,73936.25,NE
full-year,all_sports,age,35-44,2017,participants,69332.5,NE
full-year,all_sports,age,45-54,2017,participants,61590,NE
full-year,all_sports,age,55-64,2017,participants,60021.25,NE
full-year,all_sports,age,18-24,2018,participants,40788.75,NE
full-year,all_sports,age,25-34,2018,participants,69167.5,NE
full-year,all_sports,age,35-44,2018,participants,67202.5,NE
full-year,all_sports,age,45-54,2018,participants,57881.25,NE
full-year,all_sports,age,55-64,2018,participants,58727.5,NE
full-year,all_sports,gender,female,2010,participants,51403.75,NE
full-year,all_sports,gender,male,2010,participants,251415,NE
full-year,all_sports,gender,female,2011,participants,50790,NE
full-year,all_sports,gender,male,2011,participants,245782.5,NE
full-year,all_sports,gender,female,2012,participants,58315,NE
full-year,all_sports,gender,male,2012,participants,253953.75,NE
full-year,all_sports,gender,female,2013,participants,57111.25,NE
full-year,all_sports,gender,male,2013,participants,245201.25,NE
full-year,all_sports,gender,female,2014,participants,58335,NE
full-year,all_sports,gender,male,2014,participants,242146.25,NE
full-year,all_sports,gender,female,2015,participants,60442.5,NE
full-year,all_sports,gender,male,2015,participants,247881.25,NE
full-year,all_sports,gender,female,2016,participants,62783.75,NE
full-year,all_sports,gender,male,2016,participants,251420,NE
full-year,all_sports,gender,female,2017,participants,61067.5,NE
full-year,all_sports,gender,male,2017,participants,245455,NE
full-year,all_sports,gender,female,2018,participants,56377.5,NE
full-year,all_sports,gender,male,2018,participants,234352.5,NE
full-year,all_sports,age,18-24,2010,rate,0.23113977379716494,NE
full-year,all_sports,age,18-24,2011,rate,0.22497963694333897,NE
full-year,all_sports,age,18-24,2012,rate,0.24640642259402815,NE
full-year,all_sports,age,18-24,2013,rate,0.2440489651292177,NE
full-year,all_sports,age,18-24,2014,rate,0.24208074314811825,NE
full-year,all_sports,age,18-24,2015,rate,0.24431135884053506,NE
full-year,all_sports,age,18-24,2016,rate,0.24557253004630472,NE
full-year,all_sports,age,18-24,2017,rate,0.23216036659406689,NE
full-year,all_sports,age,18-24,2018,rate,0.2104564316496594,NE
full-year,all_sports,age,25-34,2010,rate,0.29159192194059375,NE
full-year,all_sports,age,25-34,2011,rate,0.2838964787091217,NE
full-year,all_sports,age,25-34,2012,rate,0.3020917190714183,NE
full-year,all_sports,age,25-34,2013,rate,0.28964894537134783,NE
full-year,all_sports,age,25-34,2014,rate,0.28894350127859714,NE
full-year,all_sports,age,25-34,2015,rate,0.29732701404106887,NE
full-year,all_sports,age,25-34,2016,rate,0.3007546730167888,NE
full-year,all_sports,age,25-34,2017,rate,0.2875569267961098,NE
full-year,all_sports,age,25-34,2018,rate,0.2673796132585669,NE
full-year,all_sports,age,35-44,2010,rate,0.28920772049163207,NE
full-year,all_sports,age,35-44,2011,rate,0.28422988623579576,NE
full-year,all_sports,age,35-44,2012,rate,0.3009883528581079,NE
full-year,all_sports,age,35-44,2013,rate,0.29369740745766837,NE
full-year,all_sports,age,35-44,2014,rate,0.29051489347387083,NE
full-year,all_sports,age,35-44,2015,rate,0.2975590969583898,NE
full-year,all_sports,age,35-44,2016,rate,0.30455070456905003,NE
full-year,all_sports,age,35-44,2017,rate,0.29862307729983406,NE
full-year,all_sports,age,35-44,2018,rate,0.287694615631511,NE
full-year,all_sports,age,45-54,2010,rate,0.27662541658742407,NE
full-year,all_sports,age,45-54,2011,rate,0.2655457050409845,NE
full-year,all_sports,age,45-54,2012,rate,0.2700103469337442,NE
full-year,all_sports,age,45-54,2013,rate,0.25612640796960157,NE
full-year,all_sports,age,45-54,2014,rate,0.2526519860593517,NE
full-year,all_sports,age,45-54,2015,rate,0.25969974425289466,NE
full-year,all_sports,age,45-54,2016,rate,0.26456552466952615,NE
full-year,all_sports,age,45-54,2017,rate,0.2598706610565112,NE
full-year,all_sports,age,45-54,2018,rate,0.242741899906118,NE
full-year,all_sports,age,55-64,2010,rate,0.2657539364075156,NE
full-year,all_sports,age,55-64,2011,rate,0.2590935208354312,NE
full-year,all_sports,age,55-64,2012,rate,0.26017430978901507,NE
full-year,all_sports,age,55-64,2013,rate,0.2469326707384981,NE
full-year,all_sports,age,55-64,2014,rate,0.24153823671367178,NE
full-year,all_sports,age,55-64,2015,rate,0.24647528766084836,NE
full-year,all_sports,age,55-64,2016,rate,0.25114963604589025,NE
full-year,all_sports,age,55-64,2017,rate,0.24917558713235516,NE
full-year,all_sports,age,55-64,2018,rate,0.24232697788828672,NE
full-year,all_sports,all,all,2010,rate,0.2694869374912401,NE
full-year,all_sports,all,all,2011,rate,0.2622908279516761,NE
full-year,all_sports,all,all,2012,rate,0.2744470347520056,NE
full-year,all_sports,all,all,2013,rate,0.26437316412297296,NE
full-year,all_sports,all,all,2014,rate,0.26130473887505884,NE
full-year,all_sports,all,all,2015,rate,0.26721232772857034,NE
full-year,all_sports,all,all,2016,rate,0.27153600821596074,NE
full-year,all_sports,all,all,2017,rate,0.26428666428929853,NE
full-year,all_sports,all,all,2018,rate,0.24915094396213364,NE
full-year,all_sports,gender,female,2010,rate,0.09222306091868912,NE
full-year,all_sports,gender,female,2011,rate,0.09054343488604474,NE
full-year,all_sports,gender,female,2012,rate,0.10332599954432346,NE
full-year,all_sports,gender,female,2013,rate,0.10063959288555797,NE
full-year,all_sports,gender,female,2014,rate,0.10225023259165228,NE
full-year,all_sports,gender,female,2015,rate,0.10563771638815095,NE
full-year,all_sports,gender,female,2016,rate,0.10950028991966199,NE
full-year,all_sports,gender,female,2017,rate,0.10645293382773995,NE
full-year,all_sports,gender,female,2018,rate,0.09768167672149194,NE
full-year,all_sports,gender,male,2010,rate,0.44395985848603015,NE
full-year,all_sports,gender,male,2011,rate,0.4313829786389148,NE
full-year,all_sports,gender,male,2012,rate,0.4428664870294498,NE
full-year,all_sports,gender,male,2013,rate,0.42567899686395605,NE
full-year,all_sports,gender,male,2014,rate,0.4179155037469945,NE
full-year,all_sports,gender,male,2015,rate,0.4261432893179687,NE
full-year,all_sports,gender,male,2016,rate,0.4306842875478012,NE
full-year,all_sports,gender,male,2017,rate,0.41875555365565703,NE
full-year,all_sports,gender,male,2018,rate,0.39739105344555375,NE
full-year,fish,age,18-24,2009,rate,0.12686828213189724,NE
full-year,fish,age,18-24,2010,rate,0.12569961906171506,NE
full-year,fish,age,18-24,2011,rate,0.12038751474451889,NE
full-year,fish,age,18-24,2012,rate,0.14266885162400617,NE
full-year,fish,age,18-24,2013,rate,0.14129947594070463,NE
full-year,fish,age,18-24,2014,rate,0.13934532018021376,NE
full-year,fish,age,18-24,2015,rate,0.1383082426537038,NE
full-year,fish,age,18-24,2016,rate,0.13914610456636695,NE
full-year,fish,age,18-24,2017,rate,0.12900480228585515,NE
full-year,fish,age,18-24,2018,rate,0.11159847164108935,NE
full-year,fish,age,25-34,2009,rate,0.15984822194230977,NE
full-year,fish,age,25-34,2010,rate,0.15837576002606776,NE
full-year,fish,age,25-34,2011,rate,0.1525920434357005,NE
full-year,fish,age,25-34,2012,rate,0.17352120084652833,NE
full-year,fish,age,25-34,2013,rate,0.16419797320581872,NE
full-year,fish,age,25-34,2014,rate,0.1636162643226127,NE
full-year,fish,age,25-34,2015,rate,0.166194430631686,NE
full-year,fish,age,25-34,2016,rate,0.16905376763995317,NE
full-year,fish,age,25-34,2017,rate,0.15906663847617503,NE
full-year,fish,age,25-34,2018,rate,0.14049824041468342,NE
full-year,fish,age,35-44,2009,rate,0.15432083019667991,NE
full-year,fish,age,35-44,2010,rate,0.15289928454176818,NE
full-year,fish,age,35-44,2011,rate,0.14781754327622237,NE
full-year,fish,age,35-44,2012,rate,0.16756978092363684,NE
full-year,fish,age,35-44,2013,rate,0.16225098885746503,NE
full-year,fish,age,35-44,2014,rate,0.15988942119829816,NE
full-year,fish,age,35-44,2015,rate,0.1618023706470507,NE
full-year,fish,age,35-44,2016,rate,0.16707155897836018,NE
full-year,fish,age,35-44,2017,rate,0.16333873667387744,NE
full-year,fish,age,35-44,2018,rate,0.14908619455180044,NE
full-year,fish,age,45-54,2009,rate,0.14230156755290543,NE
full-year,fish,age,45-54,2010,rate,0.14099073884116153,NE
full-year,fish,age,45-54,2011,rate,0.1342222722047776,NE
full-year,fish,age,45-54,2012,rate,0.14487252700747186,NE
full-year,fish,age,45-54,2013,rate,0.13755139018711715,NE
full-year,fish,age,45-54,2014,rate,0.13393857318187039,NE
full-year,fish,age,45-54,2015,rate,0.13559882683595398,NE
full-year,fish,age,45-54,2016,rate,0.13919360679758372,NE
full-year,fish,age,45-54,2017,rate,0.13550911106496044,NE
full-year,fish,age,45-54,2018,rate,0.11914142549500756,NE
full-year,fish,age,55-64,2009,rate,0.1375276466745295,NE
full-year,fish,age,55-64,2010,rate,0.13626079353285545,NE
full-year,fish,age,55-64,2011,rate,0.13109782718541244,NE
full-year,fish,age,55-64,2012,rate,0.14001146007564697,NE
full-year,fish,age,55-64,2013,rate,0.1329699425520891,NE
full-year,fish,age,55-64,2014,rate,0.12933944305131728,NE
full-year,fish,age,55-64,2015,rate,0.12917051546463634,NE
full-year,fish,age,55-64,2016,rate,0.13167045804999658,NE
full-year,fish,age,55-64,2017,rate,0.1300111520873685,NE
full-year,fish,age,55-64,2018,rate,0.12040528227457675,NE
full-year,fish,all,all,2009,rate,0.14499586288496846,NE
full-year,fish,all,all,2010,rate,0.14366021533433249,NE
full-year,fish,all,all,2011,rate,0.13797723780717677,NE
full-year,fish,all,all,2012,rate,0.15425677819025524,NE
full-year,fish,all,all,2013,rate,0.14792916500877026,NE
full-year,fish,all,all,2014,rate,0.14547103362941521,NE
full-year,fish,all,all,2015,rate,0.14660186158731456,NE
full-year,fish,all,all,2016,rate,0.1496826541090902,NE
full-year,fish,all,all,2017,rate,0.1440166059900011,NE
full-year,fish,all,all,2018,rate,0.12883725316747238,NE
full-year,fish,gender,female,2009,rate,0.06327743587087513,NE
full-year,fish,gender,female,2010,rate,0.06269454784531461,NE
full-year,fish,gender,female,2011,rate,0.061209073376892034,NE
full-year,fish,gender,female,2012,rate,0.07210051570706696,NE
full-year,fish,gender,female,2013,rate,0.06942059159494068,NE
full-year,fish,gender,female,2014,rate,0.07029298153120822,NE
full-year,fish,gender,female,2015,rate,0.07202607321126837,NE
full-year,fish,gender,female,2016,rate,0.07468875967936935,NE
full-year,fish,gender,female,2017,rate,0.07235853490409232,NE
full-year,fish,gender,female,2018,rate,0.06258973686110904,NE
full-year,fish,gender,male,2009,rate,0.22542766284288618,NE
full-year,fish,gender,male,2010,rate,0.22335110769344327,NE
full-year,fish,gender,male,2011,rate,0.21355855404216573,NE
full-year,fish,gender,male,2012,rate,0.23511599407676206,NE
full-year,fish,gender,male,2013,rate,0.22527366263449933,NE
full-year,fish,gender,male,2014,rate,0.21949403691172284,NE
full-year,fish,gender,male,2015,rate,0.21995745662520588,NE
full-year,fish,gender,male,2016,rate,0.22334017471241258,NE
full-year,fish,gender,male,2017,rate,0.2141470060154368,NE
full-year,fish,gender,male,2018,rate,0.19367244547521564,NE
full-year,hunt,age,18-24,2009,rate,0.18663099381139225,NE
full-year,hunt,age,18-24,2010,rate,0.18491181903773196,NE
full-year,hunt,age,18-24,2011,rate,0.17998370955467116,NE
full-year,hunt,age,18-24,2012,rate,0.19712513807522253,NE
full-year,hunt,age,18-24,2013,rate,0.19523917210337416,NE
full-year,hunt,age,18-24,2014,rate,0.1936645945184946,NE
full-year,hunt,age,18-24,2015,rate,0.19544908707242806,NE
full-year,hunt,age,18-24,2016,rate,0.1964580240370438,NE
full-year,hunt,age,18-24,2017,rate,0.1857282932752535,NE
full-year,hunt,age,18-24,2018,rate,0.16836514531972752,NE
full-year,hunt,age,25-34,2009,rate,0.23544234419344412,NE
full-year,hunt,age,25-34,2010,rate,0.23327353755247499,NE
full-year,hunt,age,25-34,2011,rate,0.22711718296729735,NE
full-year,hunt,age,25-34,2012,rate,0.24167337525713464,NE
full-year,hunt,age,25-34,2013,rate,0.2317191562970783,NE
full-year,hunt,age,25-34,2014,rate,0.23115480102287772,NE
full-year,hunt,age,25-34,2015,rate,0.23786161123285512,NE
full-year,hunt,age,25-34,2016,rate,0.24060373841343108,NE
full-year,hunt,age,25-34,2017,rate,0.23004554143688785,NE
full-year,hunt,age,25-34,2018,rate,0.21390369060685355,NE
full-year,hunt,age,35-44,2009,rate,0.23351724978603694,NE
full-year,hunt,age,35-44,2010,rate,0.23136617639330564,NE
full-year,hunt,age,35-44,2011,rate,0.2273839089886366,NE
full-year,hunt,age,35-44,2012,rate,0.2407906822864863,NE
full-year,hunt,age,35-44,2013,rate,0.2349579259661347,NE
full-year,hunt,age,35-44,2014,rate,0.23241191477909667,NE
full-year,hunt,age,35-44,2015,rate,0.23804727756671182,NE
full-year,hunt,age,35-44,2016,rate,0.24364056365524003,NE
full-year,hunt,age,35-44,2017,rate,0.23889846183986724,NE
full-year,hunt,age,35-44,2018,rate,0.2301556925052088,NE
full-year,hunt,age,45-54,2009,rate,0.22335782181956337,NE
full-year,hunt,age,45-54,2010,rate,0.22130033326993928,NE
full-year,hunt,age,45-54,2011,rate,0.2124365640327876,NE
full-year,hunt,age,45-54,2012,rate,0.2160082775469954,NE
full-year,hunt,age,45-54,2013,rate,0.20490112637568123,NE
full-year,hunt,age,45-54,2014,rate,0.20212158884748135,NE
full-year,hunt,age,45-54,2015,rate,0.2077597954023157,NE
full-year,hunt,age,45-54,2016,rate,0.21165241973562093,NE
full-year,hunt,age,45-54,2017,rate,0.20789652884520896,NE
full-year,hunt,age,45-54,2018,rate,0.19419351992489442,NE
full-year,hunt,age,55-64,2009,rate,0.21457977762212607,NE
full-year,hunt,age,55-64,2010,rate,0.2126031491260125,NE
full-year,hunt,age,55-64,2011,rate,0.20727481666834494,NE
full-year,hunt,age,55-64,2012,rate,0.20813944783121208,NE
full-year,hunt,age,55-64,2013,rate,0.19754613659079848,NE
full-year,hunt,age,55-64,2014,rate,0.19323058937093743,NE
full-year,hunt,age,55-64,2015,rate,0.1971802301286787,NE
full-year,hunt,age,55-64,2016,rate,0.2009197088367122,NE
full-year,hunt,age,55-64,2017,rate,0.19934046970588412,NE
full-year,hunt,age,55-64,2018,rate,0.1938615823106294,NE
full-year,hunt,all,all,2009,rate,0.21759394385889796,NE
full-year,hunt,all,all,2010,rate,0.21558954999299207,NE
full-year,hunt,all,all,2011,rate,0.20983266236134085,NE
full-year,hunt,all,all,2012,rate,0.21955762780160448,NE
full-year,hunt,all,all,2013,rate,0.21149853129837834,NE
full-year,hunt,all,all,2014,rate,0.2090437911000471,NE
full-year,hunt,all,all,2015,rate,0.21376986218285626,NE
full-year,hunt,all,all,2016,rate,0.2172288065727686,NE
full-year,hunt,all,all,2017,rate,0.21142933143143883,NE
full-year,hunt,all,all,2018,rate,0.1993207551697069,NE
full-year,hunt,gender,female,2009,rate,0.07446438675970805,NE
full-year,hunt,gender,female,2010,rate,0.07377844873495129,NE
full-year,hunt,gender,female,2011,rate,0.0724347479088358,NE
full-year,hunt,gender,female,2012,rate,0.08266079963545876,NE
full-year,hunt,gender,female,2013,rate,0.08051167430844638,NE
full-year,hunt,gender,female,2014,rate,0.08180018607332183,NE
full-year,hunt,gender,female,2015,rate,0.08451017311052075,NE
full-year,hunt,gender,female,2016,rate,0.08760023193572959,NE
full-year,hunt,gender,female,2017,rate,0.08516234706219196,NE
full-year,hunt,gender,female,2018,rate,0.07814534137719356,NE
full-year,hunt,gender,male,2009,rate,0.3584699778858621,NE
full-year,hunt,gender,male,2010,rate,0.35516788678882416,NE
full-year,hunt,gender,male,2011,rate,0.3451063829111318,NE
full-year,hunt,gender,male,2012,rate,0.3542931896235599,NE
full-year,hunt,gender,male,2013,rate,0.34054319749116485,NE
full-year,hunt,gender,male,2014,rate,0.3343324029975956,NE
full-year,hunt,gender,male,2015,rate,0.34091463145437495,NE
full-year,hunt,gender,male,2016,rate,0.34454743003824095,NE
full-year,hunt,gender,male,2017,rate,0.33500444292452564,NE
full-year,hunt,gender,male,2018,rate,0.317912842756443,NE
